id,es,en,pt,fr
6_1_6,"Bienvenida a mi castillo, yo soy Anastasia Tepes.","Welcome to my castle, I'm Anastasia Tepes.",Bem vinda ao meu castelo. Eu sou Anastasia Tepes.,"Bienvenue dans mon château, je suis Anastasia Tepes."
6_1_7,¿La viuda de Drácula?,Dracula's widow?,A viúva de Drácula?,La veuve de Dracula?
6_1_8,Ella fue quien ha estado asesinando a los alquimistas...,She was the one who has been murdering alchemists...,Ela é a responsável por assassinar os alquimistas...,C'est elle qui tuait tous ces alchimistes...
6_1_9,Y planea usar toda esta sangre en un ritual para completar la resurrección de Drácula.,And she plans to use all this blood in a ritual to complete Dracula's resurrection.,E planeja usar todo esse sangue em um ritual para ressuscitar Drácula completamente.,Et elle va utiliser tout ce sang pour un rituel afin de réssuciter complètement Dracula.
6_1_10,Por lo que al final ella es la responsable de todo este desastre...,So in the end she's the one responsible for this whole mess...,"Então, no fim, ela é a responsável por todo esse desastre...",Alors au final c'est elle la responsable de ce desastre...
6_1_11,"También ha hecho pacto con el Toziuha, Nosferatu. Su fuerza ahora es descomunal...","She has also made a pact with the Toziuha, Nosferatu. Her strength is now colossal...",Ela também fez um pacto com o Toziuha Nosferatu. Seu poder é descomunal...,Elle à aussi pactisé avec le Toziuha Nosferatu. Sa puissance est colossale...
6_1_13,"Malditos sean ustedes, alquimistas. Ignorantes de la verdad.","Damn you, alchemists. Ignorant of the truth.","Malditos sejam vocês, alquimistas. Ignorantes da verdade.",Maudits Alchimistes. Ignorants de la Vérité.
6_1_14,[La Orden] oculta lo que realmente es... Solo secretos y mentiras...,[The Order] hides what it really is.... just secrets and lies...,A [Ordem] esconde o que realmente é... apenas segredos e mentiras...,L'[Ordre]vous cache sa vraie nature... que des secrets et des mensonges...
6_1_15,Te empalaré mientras sigas con vida y tu cadáver será testigo del nuevo mundo que crearé.,I will impale and your corpse will bear witness to the new world I will create.,"Irei empalar você com vida, e seu cadáver será testemunha do novo mundo que irei criar.",Je vais t'empaler et ton corps sera le témoin du nouveau monde que je vais créer.
6_1_16,¿¡Por qué tienes que entrometerte!? La Orden me ha arrebatado todo... Debo acabar con ellos...,Why do you have to meddle!? The Order has taken everything from me! I must kill them...,Por que tem que se intrometer!? A Ordem tirou tudo de mim! Devo matar a todos eles...,Pourquoi donc t'en mêles tu!? L'Ordre m'a tout pris! Je dois tous les exterminer...
6_1_17,"Años de servicio leal no sirvieron para nada, ellos trataron a mi esposo como un monstruo...","Years of loyal service were for nothing, they treated my husband like a monster...","Anos de serviço leal não serviram para nada, pois trataram meu marido como um monstro...","Des années de loyaux services n'ont servi à rien, ils ont traité mon mari comme un monstre."
6_1_18,¡Vlad sacrificó su humanidad para proteger este maldito y podrido país!,Vlad sacrificed his humanity to protect this cursed and rotten country!,Vlad sacrificou sua humanidade para proteger esse país maldito e podre!,Vlad à sacrifié son humanité pour protéger cette contrée maudite et pourrie!
6_1_19,¿¡Y qué es lo que recibe a cambio!? ¡Una orden de ejecución para él y toda su familia!,And what does he get in return? An execution order for him and his whole family!,E o que ele recebeu em troca? Uma ordem de execução para si e para toda a sua família!,Et qu'a-t-il reçu en échange? Un ordre d'éxécution pour lui et sa famille!
6_1_20,Tú no entiendes lo que estoy sufriendo... La Orden debe ser erradicada de este mundo...,You don't understand what I'm suffering. The Order must be eradicated from this world.,Você não entenderia o que estou sofrendo. A Ordem deve ser erradicada deste mundo...,Tu ne peut pas comprendre ma douleur. L'Ordre doit être éradiqué de ce monde...
6_1_21,No... de hecho puedo comprender tus sentimientos...,No... I can actually understand your feelings...,Não... na verdade eu consigo entender seus sentimentos...,Non... En fait je peut comprendre ce que tu ressens...
6_1_22,¿Qué?,What?,O quê?,Quoi?
6_1_23,Si estuviera en tu lugar seguramente habría hecho las cosas de este modo.,If I were in your place I would surely have done things this way.,"Se eu estivesse no seu lugar, certamente teria feito as coisas desse modo.","Si j'étais à ta place, j'aurais surement fait les choses ainsi également."
6_1_24,¿Xandria? ¿De qué rayos estás hablando?,Xandria? What the heck are you talking about?,Xandria? Mas o que você está falando?,Xandria? Mais de quoi parles-tu?
6_1_25,"Si matas, también debes estar preparado para morir.","If you kill, you must also be prepared to die.","Se você mata, também deve estar preparado para morrer.","Si tu tues, tu dois aussi te préparer à mourir."
6_1_26,"Al igual que ella, mi razón de seguir luchando no es nada más que la venganza.","Just like her, my reason for continuing to fight is nothing more than revenge.","Assim como ela, minha razão para continuar lutando é nada mais do que vingança.","Tout comme elle, la vengeance est la seule raison pour laquelle je me bats."
6_1_27,"Y no me importaría lo que me pase, con tal de que la persona que me ha hecho daño...","And I wouldn't care what happens to me, as long as the person who hurt me...","E não me importo com o que venha a acontecer comigo, desde que quem me causou dano...","Et je me fiche de ce qui m'arrivera, tant que la personne qui me blessera..."
6_1_28,También tenga el mismo sufrimiento que me ha provocado.,Also have the same suffering that he has caused me.,Também sinta o mesmo sofrimento que me causou.,Souffre autant que ce qu'il m'a fait.
6_1_29,"Eh... interesante... Xandria, ¿verdad? Podríamos llegar a un acuerdo...","Uh... interesting... Xandria, right? We could come to an agreement...","Hm... interessante... Xandria, certo? Podemos chegar em um acordo...","Hm... Interessant... Xandria, c'est ça? Nous pourrions passer un accord."
6_1_30,"Lucha a mi lado, crearemos un nuevo mundo en donde La Orden no cometa más injusticias.","Fight by my side, we will create a new world where The Order no longer commits injustice.","Lute ao meu lado, e criaremos um novo mundo onde a Ordem não cometa mais injustiças.","Combats à mes côtés, Nous créerons un monde dans lequel l'Ordre ne commet plus d'injustice."
6_1_31,Solo mira lo que he sido capaz de hacer...,Just look at what I've been able to do...,Apenas veja o que eu fui capaz de fazer...,Regardes de quoi j'ai été capable...
6_1_32,El poder de la alquimia no es nada en comparación a lo que un Toziuha puede ofrecer.,The power of alchemy is nothing compared to what a Toziuha can offer.,O poder da alquimia não é nada se comparado ao que um Toziuha tem para oferecer.,La puissance de l'alchimie n'est rien comparé à ce qu'un Toziuha peut offrir.
6_1_33,"Sírveme con lealtad, y yo te recompensaré con el poder necesario para tu venganza.","Serve me loyally, and I will reward you with the power necessary for your revenge.","Me sirva com lealdade, e irei te recompensar com o poder necessário para a sua vingança.",Sers moi loyalement et je te récompenserai avec le pouvoir nécessaire pour ta vengeance. 
6_1_34,...,...,...,...
6_1_35,Xandria... no cometas una locura...,Xandria... don't do anything foolish...,Xandria... não cometa essa loucura...,Xandria... ne commettez pas de folie...
6_1_36,Es un oferta tentadora.,It is a tempting offer.,É uma oferta tentadora.,C'est une offre tentante.
6_1_37,Pero me negaré a aceptarlo.,But I will refuse to accept it.,Mas terei que recusar.,Mais je ne peux l'accepter.
6_1_38,No me importa si [La Orden] es la podrida institución que ella dice que es...,I don't care if [The Order] is the rotten institution she says it is...,Não me importa se a [Ordem] é a instituição podre que ela diz ser...,Je me fiche si l'[Ordre] est l'institution corrompue qu'elle prétend.
6_1_39,Yo peleo bajo mis propios intereses.,I fight under my own interests.,Eu luto guiada por meus próprios interesses.,Je combats pour mes propres interêts.
6_1_40,La Orden no es más que el medio para lograr mis objetivos. Y lo que es más...,The Order is nothing more than the means to achieve my goals. And what's more...,A Ordem nada mais é do que um meio para que eu atinja meu objetivo. E além do mais...,L'Ordre n'est rien de plus qu'un moyen pour atteindre mes objectifs. De plus...
6_1_41,No voy a tolerar que alguien use el poder de los demonios.,I will not tolerate anyone using the power of demons.,Não vou tolerar alguém que usa o poder dos demônios.,Je ne peux tolérer qu'on utilise la puissance des démons.
6_1_42,El poder de un Toziuha fue lo que dio inicio a mi desgracia.,It was the power of a Toziuha that initiated my misfortune.,Foi o poder de um Toziuha o que iniciou toda a minha desgraça.,C'est le pouvoir d'un Toziuha qui à causé mon malheur.
6_1_43,Así que quien haga pacto con un Toziuha también merece morir.,So whoever makes a pact with a Toziuha also deserves to die.,"Assim, quem decide fazer um pacto com um Toziuha merece a morte.",Alors quiconque pactise avec un Toziuha mérite de mourir aussi.
6_1_44,Con que eso es lo que piensas...,So that's what you think...,Então é isso o que você pensa...,Alors c'est ce que tu penses...
6_1_45,No hay nada más de qué hablar.,There's nothing more to talk about.,Não há mais nada para conversarmos.,Il n'y a rien de plus à dire.
6_1_46,Pero qué... su poder está aumentando... No pude ver sus movimientos...,But what... her power is increasing.... I couldn't see her movements...,Mas... seu poder está aumentando... não consigo ver seus movimentos...,Mais... Sa puissance grandit... Je n'arrives pas à voir ses mouvements.
6_1_47,"¡Maldita, suéltame!","Damn you, let go of me!",Maldita! Me largue!,"Malediction, lâche moi!"
6_1_48,"Es una lástima, podrías haber tenido todos los placeres que un humano es capaz de imaginar.","It's a pity, you could have had all the pleasures a human is capable of imagining.",É uma pena. Você poderia ter todos os prazeres que um humano é capaz de imaginar.,"Quel dommage, tu aurais pu profiter de tous les plaisirs qu'une humaine puisse imaginer."
6_1_49,"Pero no importa, tu alma y sangre será lo que falta para la resurrección de Drácula.","But no matter, your soul and blood will be what's missing for Dracula's resurrection.","Mas isso não importa, sua alma e sangue serão o que faltam para a ressurreição de Drácula.","Mais peu importe, ton âme et ton sang serviront à la résurection de Dracula."
6_2_0,...,...,...,...
6_2_1,No siento nada...,I feel nothing...,Não sinto nada...,Je ne sens plus rien...
6_2_2,¿Estoy muerta?,Am I dead?,Estou morta?,Suis-je morte?
6_2_3,...,...,...,...
6_2_4,¡Señora Anastasia! ¡Por favor detenga esta locura!,Mistress Anastasia! Please stop this madness!,"Senhora Anastasia! Por favor, pare com essa loucura!",Maitresse Anastasia! Je vous en prie arretez cette folie!
6_2_5,"Insolente, ¿todavía tienes energía para levantarte?","Insolent, do you still have the energy to get up?",Insolente! Você ainda tem energias para se levantar?,Insolent! Tu as encore l'énergie de te relever?
6_2_6,"Dejaré de ser piadosa contigo, hoy tú también morirás.","I'll stop being merciful to you, today you will die too.",Deixarei de ser piedosa com você. Hoje vai morrer também.,"J'arretes de t'épargner, tu vas aussi mourir aujourd'hui. "
6_2_7,¿Eh? Damian está peleando... no tiene caso... ella es demasiado poderosa.,Huh? Damian is fighting... it's no use... she's too powerful.,Hm? Damian está lutando... não adianta... ela é muito poderosa.,Hm? Damian se bat...c'est inutile...elle est trop puissante.
6_2_8,Ah... no dejo de sangrar... ¿este será el fin de mi vida?,Ah... I keep bleeding... Is this going to be the end of my life?,Ah... continuo sangrando... será esse o fim da minha vida?,Ah... Je continue de saigner... Est-ce la fin de ma vie?
6_2_9,...,...,...,...
6_2_10,No... Debo levantarme...,No... I must get up...,Não... devo me levantar...,Non...Je dois me relever...
6_2_11,Debo seguir... Ah... mi cuerpo no responde...,I must go on... Ah... my body doesn't respond...,Devo seguir em frente... Ah... meu corpo não responde...,Je dois continuer... Ah... Mon corps ne réponds pas....
6_2_12,El hierro que puedo transmutar no es suficiente...,The iron I can transmute... it was not enough...,O ferro que posso transmutar... não é o suficiente...,Le fer que je peux transmuter... ce n'était pas assez.
6_2_13,Necesito más... más poder... más... más hierro...,I need more... more power... more... more... more iron...,Preciso de... mais poder... mais... mais... mais ferro...,J'ai besoin de plus... de puissance... plus... de fer...
6_2_14,... ... Rojo... ...,... ... Red... ...,... ... Vermelho...,... ... Rouge... ...
6_2_15,Todo se está volviendo rojo a mi alrededor...,Everything's turning red around me...,Está tudo ficando vermelho ao meu redor...,Tout tourne au rouge autour de moi...
6_2_16,Es como aquella vez...,It's like that time...,É como daquela vez...,Comme à l'époque...
6_2_17,... No puedo morir aquí... No todavía...,... I can't die here... Not yet...,... Não posso morrer aqui... Ainda não...,... Je ne peux pas mourir ici...pas encore.
6_2_18,Hasta que cumpla mi promesa...,Until I keep my promise...,Antes devo cumprir minha promessa...,Je dois tenir ma promesse...
6_3_0,Pero qué... ¿cómo es que sigues con vida?,But what... how come you're still alive?,Mas... como você continua viva?,Mais... Comment es-tu encore en vie?
6_3_1,¿Xandria? Acaso...,Xandria? Are you...,Xandria? Você...,Xandria? Tu...
6_3_2,¿¡Estás controlando el hierro de la sangre!?,Are you controlling the iron in the blood!?,Está controlando o ferro no sangue!?,Es-tu en train de controller le fer dans le sang!?
6_3_3,¿¡Pero qué...!? Ella no puede hacer eso...,What the...!? She can't do that...,O quê...!? Ela não pode ser capaz disso...,Quoi...!? Cela ne se peut...
6_3_4,¡Nosferatu!,Nosferatu!,Nosferatu!,Nosferatu!
6_3_5,¿Sí? ¿Qué es lo que desea?,Yes? What do you wish?,Sim? O que desejas?,Oui? Que désirez vous?
6_3_6,Dame más de tu poder...,Give me more of your power...,Me conceda mais do seu poder...,Donnes moi plus de puissance...
6_3_7,¿Está segura? Eso terminará de agotar gran parte de su energía vital...,Are you sure? That will finish draining much of your life energy...,Tens certeza? Isso acabará esgotando grande parte de tua energia vital...,Vous êtes sure? Cela drainera pratiquement toute ton energie vitale...
6_3_8,No me importa. No voy a dejar que nadie me derrote.,I don't care. I'm not going to let anyone defeat me.,Não me importo. Não permitirei que nada me detenha.,Peut importe. Je ne laisserai personne me battre.
6_3_9,Como usted lo desee.,As you wish.,Como queiras.,Comme vous voulez.
6_3_10,Alquimista de Hierro... No dejaré que quede ningún rastro de tu existencia.,Iron Alchemist... I will not let any trace of your existence remain.,Alquimista de ferro... Não deixarei que reste traço algum de sua existência.,Alchimiste du fer... Je ne laisserai aucune trace de ton existence.
6_3_11,...,...,...,...
7_1_0,Que la lluvia carmesí caiga del cielo lacerado.,Let crimson rain fall from the lacerated sky.,Que a chuva carmesim caia do céu dilacerado.,Que la puie écarlate tombe depuis le ciel lacéré.
7_2_0,No puede ser... Esto no tiene que acabar así...,It can't be... It doesn't have to end like this...,Não pode ser... Isso não precisa acabar assim...,Ce n'est pas possible... Cela ne peut finir ainsi...
7_2_1,"Lo siento Señora Tepes, así deben ser las cosas... [Sophia] no hubiera querido esto.","I'm sorry Mrs. Tepes, this is the way things must be.... [Sophia] wouldn't have wanted this.","Sinto muito, Sra. Tepes, mas é assim que as coisas são... [Sophia] não desejaria isso.","Je suis désolé Miss Tepes, C'est ainsi que cela fini, [Sophia] n'aurait pas voulu ça."
7_2_2,¡Por mi pequeña Sophia es que hice todo esto!,It's because of my little Sophia that I did all this!,Foi por causa de minha pequena Sophia que fiz tudo isso!,C'est pour ma petite Sophia que j'ai fait tout cela!
7_2_3,Yo debía crear un mundo donde ella hubiera podido vivir en paz...,I was to create a world where she could have lived in peace...,Eu quis criar um mundo onde ela pudesse viver em paz...,Je devais créer un monde dans lequel elle aurait pu vivre en paix...
7_2_3,"Mientras La Orden exista, cualquier rastro del poder Toziuha es condenado a morir...","As long as The Order exists, any trace of Toziuha power is doomed to die...","Contanto que a Ordem exista, qualquer traço do poder dos Toziuha está condenado a morte...","Aussi longtemps que l'Ordre existe, le pouvoir des Toziuha est voué à disparaitre..."
7_2_4,"A manos de ustedes, estúpidos alquimistas.",At the hands of you stupid alchemists.,"Pelas mãos de vocês, alquimistas estúpidos.","Par vos mains, stupides alchimistes."
7_2_5,Vlad... perdón... No pude proteger a nuestra pequeña...,Vlad... sorry... I failed to protect our little girl...,Vlad... sinto muito... falhei em proteger nossa garotinha...,Vlad... Désolée... J'ai échoué à protéger notre petite fille.
7_2_6,Sophia... mi dulce niña... adiós...,Sophia... my sweet child... goodbye...,Sophia... minha doce criança... adeus...,Sophia... Ma chère enfant... Adieu...
7_2_7,"Bien, el espectáculo ha terminado y ahora yo reclamaré lo que me pertenece.","Well, the show is over and now I will claim what belongs to me.","Bom, agora que o espetácula terminou, hei de reclamar o que me pertence.","Bien, le spectacle est termine, je réclame ce qui m'est dû..."
7_2_8,El alma de ella acaba de...,Her soul has just...,A alma dela acaba de...,Son âme à été...
7_2_9,Ese es el precio a pagar por recibir el poder de los demonios.,That is the price to pay for receiving the power of the demons.,Esse é o preço a se pagar por receber o poder dos demônios.,C'est là le prix a payer pour recevoir le pouvoir des démons.
7_2_10,"Una vez que el humano muere, su alma y poder vital pertenecerán al Toziuha.","Once the human dies, his soul and life power will belong to the Toziuha.","Uma vez que o humano morre, sua alma e poder vital pertencem ao Toziuha.","Une fois que l'humain meurt, son âme et son énergie appartiennent au Toziuha."
7_2_11,Nosferatu... maldito...,Nosferatu... damn monster...,Nosferatu... seu monstro maldito...,Nosferatu... Maudit monstre...
7_2_12,Juro en el nombre de la familia Tepes que te destruiré.,I swear in the name of the Tepes family that I will destroy you.,Eu juro em nome da família Tepes que irei destruir você.,Je jure sur le nom de la famille Tepes que je vais vous détruire.
7_2_14,Y que las almas robadas de aquellos que has manipulado recibirán el descanso eterno.,And that the stolen souls of those you have manipulated will receive eternal rest.,E todas as almas roubadas daqueles que vocês manipularam receberão o descanso eterno.,Et que les âmes volées de ceux que vous avez manipulés reposent enfin en paix.
7_2_15,Qué graciosa ironía...,What a funny irony...,Esta é uma ironia bastante engraçada...,Quelle ironie amusante...
7_2_16,"Los humanos son para nosotros, lo que un cerdo para ustedes. Nos alimentamos de sus vidas.","Humans are to us, what a pig is to you. We feed on your lives.","Vós, humanos, são para nós o mesmo que os porcos são para vocês. Nos alimentamos de suas vidas.",Les humains sont pour nous ce qu'un cochon est pour vous. Nous nous nourissont de vos vies.
7_2_17,"Avaricia, Envidia, Ira, Miedo, Rencor... Mientras los humanos alberguen estos sentimientos...","Greed, Envy, Anger, Fear, Resentment.... As long as humans harbor these feelings...","Avareza, Inveja, Ira, Medo, Rancor... Enquanto os humanos abriguem tais sentimentos...","Avarice, Envie, Colère, Peur, Rancoeur... Tant que vous, humains, porterez ces sentiments..."
7_2_18,"Vendrán hacia nosotros en busca de poder, sin importar el precio a pagar.","They will come to us in search of power, no matter what the price to pay.","Eles a nós virão em busca de poder, sem se importarem com o preço a pagar.","Vous viendrez vers nous à la recherche de pouvoir, peut importe le prix."
7_2_19_1,"Los señores Tepes han pagado su deuda, así que yo me retiraré.","The Tepes lords have paid their debt, so I will retire.","A família Tepes pagou seu débito, então aqui me retiro.","La famille Tepes à payé sa dette, je vais donc me retirer."
7_2_19_2,¡Nosferatu! ¡Juro que encontraré la manera de matarte! ¡Lo haré! Aunque sea lo último que haga...,Nosferatu! I swear I will find a way to kill you! I will do it! If it's the last thing I do!,Nosferatu! Juro que encontrarei uma maneira de te matar! Mesmo que seja a última coisa que farei!,Nosferatu! Je jure que je trouverais un moyen de te tuer! Je le ferais dussé-je en mourir!
7_2_19_3,"No seas impaciente alquimista, nuestra pelea llegará algún día, cuando yo tenga almas suficientes...","Don't be impatient alchemist, our fight will come someday, when I have enough souls...","Não sejas impaciente, alquimista, nossa luta chegará algum dia, e quando eu tiver almas o bastante...","Ne sois pas impatiente Alchimiste, notre combat viendra bientôt, quand j'aurais assez d'âmes..."
7_2_19_4,"y gobernaré este lugar, devoraré sus almas y también las de sus descendientes.","and I will rule this world, I will devour your souls and also those of your descendants.","Então governarei este mundo, e irei devorar tuas almas e a de teus descendentes.","Et je gouvernerai ce monde, je dévorerais vos âmes et celle de vos descendants."
7_2_20,¿Y ahora qué rayos está pasando?,And now what the heck is going on?,Mas o que está acontecendo agora?,Que se passe-t-il donc maintenant?
7_2_21,El castillo cuenta con varios circuitos elementales en su base que han sido activados.,The castle has several elemental circuits at its base that have been activated.,O castelo tinha vários circuitos elementais em sua base que foram ativados.,Le château a des Circuits Elementaires dans ses fondations qui se sont activés.
7_2_22,Era una medida de protección en caso de que los Otomanos invadieran el castillo...,It was a protective measure in case the Ottomans invaded the castle...,Era uma medida de proteção no caso dos Otomanos invadirem o castelo...,C'était une mesure de sécurité au cas ou les Ottomans envahiraient le château...
7_2_23,Parece que la señora Anastasia estaba decidida que a nadie saliera de aquí con vida...,It seems that Mistress Anastasia was determined that no one would escape from here alive...,Parece que a senhora Anastasia estava decidida que nada escapasse daqui com vida...,Il semble que maitresse Anastaia était déterminée à ce que personne n'en réchappe...
7_2_24,"Debemos escapar de aquí. Sígueme, conozco un atajo.","We must get out of here. Follow me, I know a shortcut.","Temos que sair daqui! Me siga, eu conheço um atalho.","Nous devons sortir d'ici. Suis moi, je connais un raccourci."
7_3_0,Por fin ha acabado...,It's finally over...,Finalmente acabou...,C'est enfin terminé...
7_3_1,"Oye Damian, ¿es cierto lo que dijo Anastasia sobre La Orden?","Hey Damian, is it true what Anastasia said about The Order?","Ei, Damian, é verdade o que Anastasia disse sobre a Ordem?","Hé Damian, C'est vrai ce qu'Anastasia à dit à propos de l'Ordre?"
7_3_2,Totalmente. No importa lo que tanto hayas luchado por el bien de tu país...,Absolutely. No matter how hard you fought for the good of your country...,Totalmente. Não importa o quanto tenha lutado pelo bem de sua nação...,Tout à fait. Peut importe a quel point tu te battais pour le bien de ton pays...
7_3_3,"Si resulta que tu poder proviene de un Toziuha, eres un enemigo de la humanidad.","If it turns out that your power comes from a Toziuha, you are an enemy of humanity.","Caso o seu poder venha de um Toziuha, então será um inimigo da humanidade.","S'il s'avèrait que ton pouvoir venait d'un Toziuha, Tu deviens un ennemi de l'humanité."
7_3_4,Yo luché junto al señor Vlad cuando los Otomanos vinieron a invadirnos...,I fought alongside Lord Vlad when the Ottomans came to invade us...,Eu lutei ao lado do senhor Vlad quando os Otomanos vieram nos invadir...,J'ai combattu aux côtés de Vlad quand les Ottomans nous ont envahi...
7_3_5,Nos superaban en número y nuestro ejército sufrió muchas bajas...,We were outnumbered and our army suffered many casualties...,Eles superavam nossos números e nosso exército sofreu muitas baixas...,Nous étions en sous nombre et notre armée souffrait de nombreuses pertes...
7_3_6,"El oscuro final para nosotros parecía inevitable, hasta que Vlad Tepes no pudo más...","The dark end for us seemed inevitable, until Vlad Tepes could take no more...","Nosso fim obscuro parecia inevitável, até que Vlad Tepes não aguentou mais...","Une sombre fin nous semblait inévitable, Vlad Tepes n'en pouvait plus..."
7_3_7,Y fue entonces cuando Nosferatu apareció.,And that's when Nosferatu appeared.,E foi aí que Nosferatu apareceu.,Et c'est à ce moment que Nosferatu est apparu.
7_3_8,Y el resto es historia... Una historia que La Orden se ha encargado de eliminar...,And the rest is story... A story that The Order has taken it upon itself to destroy...,E o resto é história... Uma história que a Ordem se encarregou de eliminar...,Et le reste tu le connais...une histoire que l'Ordre se charge de détruire...
7_3_9,Cuando se descubrió la verdad sobre la hazaña de Vlad...,When the truth about Vlad's deed was discovered...,Quando a verdade sobre as façanhas de Vlad foi descoberta...,Quand la vérité à propos des actions de Vlad fut découverte...
7_3_10,La Orden envió a un gran grupo de alquimistas a invadir el castillo.,The Order sent a large group of alchemists to invade the castle.,A Ordem enviou um grande grupo de alquimistas para invadir o castelo.,l'Ordre envoya un groupe d'Alchimistes pour envahir le château.
7_3_11,"Vlad Tepes, su familia, y todos sus generales fueron condenados a muerte.","Vlad Tepes, his family, and all his generals were condemned to death.","Vlad Tepes, sua família, e todos os seus generais foram condenados a morte.","Vlad Tepes, sa famille, ainsi que tous ses généraux furent condamnés à mort."
7_3_12,Vlad Tepes sacrificó su humanidad para proteger Transilvania.,Vlad Tepes sacrificed his humanity to protect Transylvania.,Vlad Tepes sacrificou sua humanidade para proteger a Transilvânia.,Vlad Tepes à sacrifié son humanité pour proteger la Transylvanie.
7_3_13,"Pero de ahora en adelante será conocido como Drácula, el hombre que se alió con los demonios.","But from now on he will be known as Dracula, the man who allied himself with demons.","Mas, de agora em diante, ele será conhecido como Drácula, o homem que se aliou aos demônios.","Mais, désormais il sera remémoré comme étant Dracula, l'homme qui c'est allié aux démons."
7_3_14,"Así que ahora tú eres un fugitivo, buscado por La Orden...","So now you are a fugitive, wanted by The Order...","Então, agora você é um fugitivo, procurado pela Ordem...","Donc désormais tu es un fugitif, traqué par l'Ordre..."
7_3_15,Sí... yo soy el último sobreviviente... ¿planeas matarme? ¿llevarme ante tus superiores?,Yes... I'm the last survivor. Do you plan to kill me? Take me to your superiors?,Sim... sou o último sobrevivente. Você planeja me matar? Me levar até seus superiores?,Oui... Je suis le dernier survivant. Vas-tu me tuer? Me mener à tes supérieurs?
7_3_16,"Claro que no. Yo ya cumplí con mi misión, no tengo nada más que hacer aquí.","Of course not. I've already accomplished my mission, I have nothing more to do here.","Claro que não. Já cumpri a minha missão, então não tenho mais nada para fazer aqui.","Bien sûr que non. J'ai déjà accompli ma mission, je n'ai plus rien à faire ici."
7_3_17,"Pero ten por seguro que si me ordenan a buscarte, lo haré sin pestañear.","But rest assured, if I'm ordered to come for you, I'll do.","Mas não se preocupe, se me ordenarem a te caçar, eu farei isso.","Mais rassures toi, si on m'en donne l'ordre, je viendrais te chercher. "
7_3_19,Vaya... más me vale estar preparado... Con el poder que has demostrado hoy...,Eh... I'd better be prepared.... With the power you've shown today...,Certo... então devo me preparar... com o poder que você mostrou hoje...,Certes... je ferais bien de me préparer... avec la puissance que tu as montré.
7_3_20,Entendí que me falta mucho por mejorar.,I understood that I have a lot for improve.,Entendi que ainda me falta muito para melhorar.,J'ai compris que j'ai encore beaucoup à apprendre.
7_3_21,De todas formas omitiré en mi reporte que me haya encontrado contigo.,I'll omit in my report that I ran into you anyway.,Irei omitir no relatório que me encontrei com você.,J'ometterais dans mon rapport que je t'ai croisé.
7_3_22,"Quisiera evitar preguntas innecesarias, al final el mérito me pertenece solo a mí.","I would like to avoid unnecessary questions, the credit belongs to me alone.","Prefiro evitar perguntas desnecessárias, afinal, o crédito pertence apenas a mim.","Je préfère ne pas répondre à des questions inutiles, le mérite me revient."
7_3_23,"Sí. Tienes razón. Xandria, gracias por tu ayuda.","Yes... You're right. Xandria, thank you for your help.","Sim... você está certa. Xandria, obrigado pela ajuda.","Oui...tu as raison. Xandria, merci pour ton aide."
7_3_24,No tienes por qué agradecerme...,You don't have to thank me...,Você não precisa me agradecer...,Tu n'as pas à me remercier...
7_3_25,"Lo sé, lo sé... Trabajas para tus propios intereses, ¿no?","I know, I know... You work for your own interests, don't you?","Eu sei... Você trabalha apenas por seus próprios intereses, certo?","Je sais, je sais... tu as te propres objectifs c'est ça?"
7_3_26,"Aún así, déjame agradecértelo, si no hubieras venido a Transilvania...","Still, let me thank you, if you hadn't come to Transylvania...","Mesmo assim, quero agradecer, pois se você não tivesse vindo até a Transilvânia...","Néanmoins, laisse moi te remercier, si tu n'étais pas venue en Transylvanie..."
7_3_27,No quisiera imaginar lo que hubiera pasado.,I wouldn't like to imagine what would have happened.,Nem quero imaginar o que poderia ter acontecido.,Je ne veux pas imaginer ce qu'il se serait produit.
7_3_28,"Escuché a alguien decir que, para que el mal triunfe, los buenos hombres no deben hacer nada.","I heard someone say that, for evil to triumph, good men must do nothing.","Ouvi alguém dizer que, para que o mal triunfe, basta que os bons homens não façam nada.","Quelqu'un à dit un jour, pour que le mal triomphe, les hommes bons n'ont qu'a rien faire."
7_3_29,Has hecho todo lo que estaba a tu alcance.,You've done everything in your power.,Você fez tudo que estava ao seu alcance.,Tu as fait tout ce qui était en ton pouvoir.
7_3_30,"Arriesgaste tu vida por proteger tus ideales, eso es algo que respeto.","You risked your life to protect your ideals, that's something I respect.","Arriscou a sua vida para proteger seus ideais, e isso é algo que respeito.","Tu as risqué ta vie pour tes idéaux, c'est quelque chose que je respecte."
7_3_31,Puede ser... aunque te equivocas en algo...,Maybe so... although you're wrong about something...,Pode ser... embora você tenha se enganado em uma coisa...,Peut être bien...mais tu te trompes sur une chose...
7_3_32,"No existen los buenos o los malos, solo existen diferentes puntos de vista.","There is no such thing as good or bad, there are just different points of view.","Não existem bons ou maus, apenas existem diferentes pontos de vista.","Il n'y pas de bien ou de mal, juste différents points de vue."
7_3_32_2,Y para La Orden yo seré el último malo por capturar...,And for The Order I will be the last bad guy to be captured...,"E para a Ordem, eu serei o último cara mau a ser capturado...","Quand à l'Ordre, Je serai le dernier vilain à capturer..."
7_3_33,Gracias de nuevo... Y con esto se acaba el legado de los Tepes...,Thanks again... And that ends the legacy of the Tepes...,Obrigado novamente... E com isso acaba o legado da família Tepes...,Merci encore... Ainsi disparait l'héritage des Tepes...
7_3_34,...,...,...,...
