keys,es,en,pt_BR,zh_CN
DLG27_1736457274,"Sheal, sabes perfectamente de lo que estoy hablando.","Sheal, you know perfectly well what I'm talking about.","Sheal, você sabe perfeitamente bem do que estou falando.",希尔，你很清楚我在说什么。
DLG28_1736457274,El Opus Magnum...,The Opus Magnum...,O Opus Magnum...,至高杰作……
DLG29_1736457274,"Así es, el poder de un Dios.","That's right, the power of a god.","Correto, o poder de um ser divino.",没错，那是神明的力量。
DLG5_1736544678,"Gracias Xandria, has salvado al pueblo de Eztilia, finalmente Sheal no podrá perturbar la paz en estas tierras.","Thank you, Xandria. You have saved the people of Eztilia. Finally, Sheal will not be able to disturb the peace in these lands.","Obrigado Xandria, você salvou o povo de Eztilia, finalmente Sheal não será capaz de perturbar a paz dessas terras.",谢谢你，珊德莉雅。你救了埃兹提利亚的人民。这样一来，希尔终于没法再搅乱这片土地的安宁了。
DLG6_1736544678,"Aunque la amenaza de los Ahuizotes no ha terminado, es algo de lo que yo puedo ocuparme mientras tenga fuerzas.","Although the threat of the Ahuizotes is not over, it is something I can take care of while I still have the strength.","Embora a ameaça dos Ahuizotes não acabou, é algo que eu posso cuidar enquanto eu ainda tenho forças.",虽然 Ahuizotes 的威胁还没有结束，但只要我还有力气，这件事就交给我来处理。
DLG7_1736544678,... ... ...,... ... ...,... ... …,…… …… ……
DLG8_1736544678,... ... ...,... ... ...,... ... …,…… …… ……
DLG9_1736544678,Ah... tengo que quedarme aquí.,Ah... I have to stay here.,"Ah, eu tenho que ficar aqui.",啊……我得留在这里。
DLG10_1736544678,Lo veo algo decepcionado...,You look a little disappointed...,Você parece um pouco desapontado…,你好像有点失望……
DLG11_1736544678,"¿Soy tan obvio? Ja, ja, ja... la verdad es que quería pedirle un favor.","Am I that obvious? Ha, ha, ha... the truth is I wanted to ask you a favor.","Sou tão óbvio? Ha, ha, ha...a verdade é que eu queria te pedir um favor.",有这么明显吗？哈哈哈……其实我是想拜托你一件事。
DLG12_1736544678,Si tiene algo que ofrecerme...,If you have something to offer me...,Se você tem algo para me oferecer…,如果你也能给我点什么报酬的话……
DLG13_1736544678,"Por supuesto, podría entrenarla un poco además de darle algunas cosas que podrían proporcionarte conocimiento.","Of course. I could train you a bit, as well as give you some things that could provide you with knowledge.","Claro, eu poderia te treinar um pouco e também te dar algumas coisas que poderiam te dar conhecimento.",当然。我可以稍微训练你一下，也能给你一些能增长见闻的东西。
DLG14_1736544678,"Bien, dígame qué necesita y veré que puedo hacer por usted.","Well, tell me what you need and I'll see what I can do for you.","Bem, me diga do que precisa e verei o que posso fazer por você.",那好，你先说说需要我做什么，我看看能不能帮上忙。
DLG15_1736544678,"Gracias Xandria, verás... En mi juventud, yo era un ""coleccionista de rarezas"".","Thank you, Xandria. You see... In my youth, I was a “collector of oddities”.","Obrigado Xandria, como você pode ver... Na minha juventude, eu era um “colecionador de raridades”.",谢谢你，珊德莉雅。你看……我年轻的时候，曾是个“奇物收藏家”。
DLG16_1736544678,¿Coleccionista de rarezas? No termino de entender...,Collector of oddities? I don't quite understand...,Colecionador de raridades? Não entendo…,奇物收藏家？我不是很明白……
DLG17_1736544678,"No es algo tan complicado realmente, cualquier cosa que me llame la atención o sea raro de observar me lo llevo.","It's not that complicated, really. Anything that catches my eye or is rare to look at, I'll take with me.","Não é tão complicado assim, qualquer coisa que me chama a atenção ou aparenta ser raro eu levo comigo.",其实没那么复杂。凡是能吸引我目光、或是稀罕少见的东西，我都会想办法带走。
DLG19_1736544678,"Pero si no puedo llevarlo conmigo, simplemente lo registro en un libro, escribiendo al respecto y añadiendo ilustraciones.","But if I can't take it with me, I just record it in a book, writing about it and adding illustrations.","Mas se não posso levar comigo, eu apenas registro isso em um livro, escrevendo sobre e adicionando ilustrações.",如果实在带不走，我就把它记在书里，写下说明，再配上插图。
DLG20_1736544678,No soy un gran artista pero me defiendo.,"I'm not a great artist, but I get by.",Não sou um grande artista mais eu me viro.,我不是什么大画家，不过还算画得过去。
DLG22_1736544678,"El caso es que en uno de mis viajes me encontré con cierta leyenda, sobre el de cinco dioses antiguos que reencarnaron en aves.","The thing is that in one of my travels, I came across a certain legend about five ancient gods who were reincarnated as birds.","O caso é que em uma das minhas viagens eu soube de uma certa lenda, sobre cinco deuses antigos que se reincarnaram como pássaros.",问题是，我在一次旅行中偶然听说了一则传说，说有五位古老的神明转生为了鸟。
DLG23_1736544678,"Aunque no he podido verlos en persona, ya que son aves raras de encontrar.","Although I have not been able to see them in person, as they are rare birds to find.","Embora que eu não fui capaz de vê-los pessoalmente, já que são aves raras de encontrar.",虽然它们极其罕见，我一直没能亲眼见到。
DLG24_1736544678,"Pero cuento con un documento que las describe, podría servir como punto de partida para encontrarlas.",But I have a document that describes them. It could serve as a starting point to find them.,"Mas eu tenho um documento que os descreve, pode servir de ponto de partida para encontrá-los.",不过我手里有一份描述它们的文献，或许能当作寻找它们的起点。
DLG25_1736544678,"Ahora entiendo, pero... No soy buena dibujando.","Now I understand, but... I'm not good at drawing.","Agora eu entendo, mas... Eu não sou muito boa em desenhar.",我明白了，可是……我不擅长画画。
DLG27_1736544678,Eso es un problema...,That's a problem...,Isso é um problema…,这可就麻烦了……
DLG28_1736544678,¡Ah! Ahora que lo recuerdo... hace algunos años escuché sobre la invención de un dispositivo que permite plasmar imágenes.,Ah! Now that I remember... some years ago I heard about the invention of a device that allows you to capture images.,Ah! Agora que eu lembrei... alguns anos atrás eu soube da invenção de um dispositivo que permite capturar imagens.,啊！我想起来了……几年前我听说有人发明了一种能把影像记录下来的装置。
DLG29_1736544678,Creo que lo llamaban [color=yellow]Daguerrotipo.[/color] Teniendo ese dispositivo y utilizando [color=yellow]Placas de daguerrotipo[/color] podrás tomar fotografías de las aves.,"I think they called it [color=yellow]Daguerreotype.[/color] Having that device and using [color=yellow]Daguerreotype plates[/color], you will be able to take pictures of birds.","Acho que eles chamam de [color=yellow]Daguerreótipo.[/color] Tendo esse dispositivo e usando [color=yellow]placas de daguerreótipo[/color], você conseguirá capturar imagens dos pássaros.",我记得它叫[color=yellow]银版摄影机[/color]。只要有那台装置，再配合[color=yellow]银版摄影板[/color]，你就能给鸟拍照了。
DLG30_1736544678,Te entregaré el [color=yellow]documento que describe a las aves[/color] y la información necesaria para [color=yellow]transmutar las placas.[/color],I will give you the [color=yellow]document describing the birds[/color] and the information needed to [color=yellow]transmute the plates.[/color],Te darei o [color=yellow]documento que descreve os pássaros[/color] e a informação necessária para [color=yellow]transmutar as placas.[/color].,我会把[color=yellow]记载那些鸟的文献[/color]和[color=yellow]嬗变摄影板所需的资料[/color]一起交给你。
DLG31_1736544678,Ahora la pregunta sería donde podríamos encontrar un Daguerrotipo...,Now the question is where we could find a Daguerreotype...,Agora a pergunta seria onde nós podemos achar um Daguerreótipo?,现在的问题是，我们该去哪里找一台银版摄影机……
DLG32_1736544678,"Veré que puedo hacer, regresaré cuando tenga a esas cinco aves registradas.",I'll see what I can do. I'll come back when I get those five birds registered.,"Verei o que eu posso fazer, voltarei quando eu tiver os cinco pássaros registrados.",我会尽力而为。等我把那五只鸟都记录下来后，再回来找你。
DLG36_1736544678,Ahora puedes transmutar [color=yellow]Placas de Daguerrotipo[/color] en el laboratorio de Alquimia.,Now you can transmute [color=yellow]Daguerreotype plates[/color] in the Alchemy lab.,Agora você consegue transmutar [color=yellow]placas de Daguerreótipo[/color] no Laboratório de Alquimia.,现在你可以在炼金实验室里嬗变[color=yellow]银版摄影板[/color]了。
DLG2_1736885128,Esto de acá... parece ser un diario.,This here... looks like a diary.,Este aqui...parece um diário.,这个……看起来像是一本日记。
DLG3_1736885128,¿Será de Jean Neumann? ¿Qué dice?,Could it be Jean Neumann's? What does it say?,Será que é do Jean Neumann? O que diz?,会不会是让·诺伊曼的？上面写了什么？
DLG5_1736885128,Un poder más allá de la comprensión humana...,A power beyond human comprehension...,Um poder além da compreensão humana…,超越人类理解的力量……
DLG6_1736885128,Un objeto capaz de darle al hombre [color=yellow]el poder de un Dios.[/color],An object capable of giving man [color=yellow]the power of a god.[/color],Um artefato capaz de dar aos humanos [color=yellow]o poder de um Deus[/color].,一种能赋予人类[color=yellow]神之力量[/color]的器物。
DLG7_1736885128,"La consideraba un mito, sin embargo podría ser real según lo que me ha comentado [color=yellow]Johannes.[/color]","I considered it a myth. However, it could be real according to what [color=yellow]Johannes[/color] has told me.","Eu considerava um mito, porém pode ser real de acordo com o que [color=yellow]Johannes[/color] me disse.",我原本把这当成神话。可根据[color=yellow]约翰内斯[/color]告诉我的事，它或许真的存在。
DLG8_1736885128,"Me ha revelado la forma de hacerlo realidad, pero el precio a pagar...","He has revealed to me the way to make it real, but the price to pay...","Ele me revelou a forma para torná-lo real, mas o preço a pagar…",他向我揭示了让它化为现实的方法，可那代价……
DLG9_1736885128,Es algo que no puedo aceptar.,It's something I can't accept.,É algo que não consigo aceitar.,是我无法接受的。
DLG11_1736885128,[color=yellow]El Opus Magnum solo puede crearse a partir de la desgracia de inocentes.[/color],[color=yellow]The Opus Magnum can only be created from the misfortune of innocent people.[/color],[color=yellow]O Opus Magnum pode ser somente criado pelo infortúnio de pessoas inocentes.[/color],[color=yellow]至高杰作只能建立在无辜之人的不幸之上。[/color]
DLG14_1736885128,Esto es... ,This is... ,Isso é… ,这是……
DLG15_1736885128,Uh... así que el Doctor Neumann conocía a Johannes Trithemius. Eso explica varias cosas...,Uh... so Doctor Neumann knew Johannes Trithemius. That explains several things...,Uh... então o Doutor Neumann conhecia Johannes Trithemius. Isso explica muitas coisas...,呃……这么说来，诺伊曼博士认识约翰内斯·特里特米乌斯。这倒解释了很多事……
DLG16_1736885128,"Más importante aún, parece que describe [color=yellow]los pasos necesarios en la creación del Opus Magnum.[/color]","More importantly, it seems to describe [color=yellow]the steps necessary in the creation of the Opus Magnum.[/color]","Mais importante, parece que descreve [color=yellow]os passos necessários na criação do Opus Magnum.[/color]",更重要的是，这里面似乎记载了[color=yellow]创造至高杰作所需的步骤。[/color]
DLG19_1736885128,"El Opus Magnum requiere de cuatro etapas para su creación. Y la primera, [color=yellow]Albedo[/color], sin saberlo yo estaba ayudando a alcanzarlo.","The Opus Magnum requires four stages for its creation. And the first, [color=yellow]Albedo[/color], I was unknowingly helping to achieve.","O Opus Magnum necessita de quatro etapas para a sua criação. A primeira, [color=yellow]Albedo[/color], eu estava ajudando inconscientemente a atingir o objetivo.",至高杰作的完成需要经历四个阶段。而第一阶段[color=yellow]白化[/color]，我竟在毫不知情的情况下帮了他们一把。
DLG20_1736885128,La investigación que me encomendó La Orden era la creación del Prisma de dispersión inversa.,The research I was tasked with by The Order was the creation of the Inverse Dispersion Prism.,A pesquisa que A Ordem me encomendou foi a criação do Prisma de Dispersão Inverso.,教团交给我的研究任务，就是制造逆向色散棱镜。
DLG21_1736885128,No me podía imaginar que La Orden lo que realmente quería era la llave que permitiría el uso de un arma de destrucción masiva.,Little did I know that what The Order really wanted was the key that would allow the use of a weapon of mass destruction.,Não imaginaria que A Ordem realmente queria era a chave que permitiria o uso de uma arma de destruição em massa.,我完全不知道，教团真正想要的，是一把能驱使大规模杀伤性武器的钥匙。
DLG22_1736885128,"El Albedo era la llave hacia el [color=yellow]Núcleo del Demonio.[/color] Un dispositivo de enorme potencial destructivo, un [color=yellow]Arma nuclear.[/color]","The Albedo was the key to the [color=yellow]Demon Core.[/color] A device of enormous destructive potential, a [color=yellow]Nuclear Weapon.[/color]","Albedo foi a chave do [color=yellow]Núcleo Demoníaco[/color]. Um dispositivo de enorme potencial destrutivo, uma [color=yellow]Arma Nuclear[/color].",白化正是通往 [color=yellow]恶魔核心[/color] 的钥匙。那是一种拥有恐怖破坏潜力的装置，一件 [color=yellow]核武器[/color]。
DLG25_1736885128,E- esto es... realmente malo Xandria...,"Th-this is... really bad, Xandria...",I-Isso é...muito ruim Xandria...,这……这也太糟了，珊德莉雅……
DLG26_1736885128,"¿Margaret, estás bien? Es la primera vez que te veo nerviosa...","Margaret, are you okay? This is the first time I've ever seen you nervous...","Margaret, você está bem? Esta é a primeira vez que eu te vejo tão nervosa…",玛格丽特，你还好吗？我还是第一次见你这么紧张……
DLG27_1736885128,"Cómo no lo voy a estar... Estamos hablando de una arma nuclear, capaz de destruir países enteros...","How could I not be... We're talking about a nuclear weapon, capable of destroying entire countries...","Como não poderia estar... Estamos falando de uma arma nuclear, capaz de destruir países inteiros…",我怎么可能不紧张……我们说的可是核武器，是足以毁灭整个国家的东西……
DLG29_1736885128,"El Núcleo del demonio conducirá a la etapa [color=yellow]Nigredo[/color], con el sacrificio de miles de vidas humanas.","The Demon Core will lead to the [color=yellow]Nigredo[/color] stage, with the sacrifice of thousands of human lives.","O Núcleo Damoníaco levará para o estágio [color=yellow]Nigredo[/color], com o sacrifício de milhares de vidas humanas.",恶魔核心将把一切导向 [color=yellow]黑化[/color] 阶段，而代价是成千上万条人命的牺牲。
DLG30_1736885128,Sacrificios que deben ser aprovechados con la etapa [color=yellow]Rubedo[/color]: El Alquimista [color=yellow]controlador de sangre.[/color],Sacrifices that must be taken advantage of with the [color=yellow]Rubedo[/color] stage: The Alchemist [color=yellow]blood controller.[/color],Sacrifícios devem ser aproveitados com a etapa [color=yellow]Rubedo[/color]: O Alquimista [color=yellow]controlador de sangue.[/color],而这些牺牲，又必须被 [color=yellow]赤化[/color] 阶段加以利用：也就是炼金术师的 [color=yellow]控血者[/color]。
DLG33_1736885128,(...),(...),(…),（……）
DLG34_1736885128,(El sacrificio de vidas humanas...),(The sacrifice of human lives...),(O sacrifício de vidas humanas…),（人命的牺牲……）
DLG35_1736885128,(El poder de controlar la sangre...),(The power of controlling blood...),(O poder de controlar o sangue…),（操纵鲜血的力量……）
DLG36_1736885128,(Es como aquella vez...),(It's like that time...),(É como aquela vez…),（就像那次一样……）
DLG39_1736885128,"Finalmente, la última etapa, [color=yellow]Citrinitas[/color] es una rara habilidad que permite a los Alquimistas [color=yellow]cambiar temporalmente a otro elemento...[/color]","Finally, the last stage: [color=yellow]Citrinites[/color] is a rare ability that allows Alchemists to [color=yellow]temporarily change to another element...[/color]","Finalmente o último estágio, [color=yellow]Citrinites[/color] é uma rara habilidade que permite Alquimistas de [color=yellow]temporariamente mudar para outro elemento…[/color]",最后一个阶段，[color=yellow]黄化[/color]，是一种罕见能力，能让炼金术师 [color=yellow]暂时转变为另一种元素……[/color]
DLG40_1736885128,Con la condición de que debe ser del mismo [color=yellow]período o familia[/color] del elemento dominante.,On the condition that it must be of the same [color=yellow]period or family[/color] as the dominant element.,Na condição que deve ser o mesmo [color=yellow]período ou família[/color] como o elemento dominante.,前提是，那种元素必须与其主导元素处于同一[color=yellow]周期或族系[/color]。
DLG41_1736885128,La evolución de esta habilidad será el paso final antes que el Opus Magnum se vuelva una realidad.,The evolution of this ability will be the final step before the Opus Magnum becomes a reality.,A evolução dessa habilidade será o último passo antes que o Opus Magnum se torne realidade.,而这种能力的进化，将成为至高杰作化为现实前的最后一步。
DLG44_1736885128,Xandria...,Xandria...,Xandria... ,珊德莉雅……
DLG45_1736885128,"Johannes necesita completar las etapas de Rubedo y Citrinitas, todavía estamos a tiempo de evitar una catástrofe.","Johannes needs to complete the Rubedo and Citrinites stages, we still have time to avoid a catastrophe.","Johannes precisa completar as etapas Rubedo e Citrinites, nós ainda temos tempo para evitar uma catástrofe.",约翰内斯还需要完成赤化和黄化阶段，我们还有时间阻止这场灾难。
DLG50_1736885128,En ese caso debemos darnos prisa.,"In that case, we must hurry.",Nesse caso nós devemos nos apressar.,既然如此，我们就得抓紧了。
DLG52_1736885128,¡Ah! ¡Directora Alessa!,Ah! Director Alessa!,Ah! Diretora Alessa!,啊！娅蕾莎主任！
DLG60_1736885128,¿Desde cuando está aquí?,How long have you been here?,Desde quando você está aqui?,您在这里多久了？
DLG61_1736885128,Lo suficiente como para escuchar todo.,Long enough to hear everything.,Tempo o suficiente para ouvir tudo.,久到把该听的都听见了。
DLG62_1736885128,Tendremos bastante trabajo por hacer analizando este lugar.,We have a lot of work to do analyzing this place.,Nós teremos muito trabalho para analisar esse lugar.,我们还有很多工作，要继续分析这个地方。
DLG63_1736885128,"Xandria, al respecto de la etapa [color=yellow]Citrinitas[/color], parece que tenemos una pista importante.","Xandria, regarding the [color=yellow]Citrinites[/color] stage, it seems we have an important clue.","Xandria, a respeito da etapa [color=yellow]Citrinites[/color], parece que temos uma pista importante.",珊德莉雅，关于 [color=yellow]黄化[/color] 阶段，我们似乎掌握了一条重要线索。
DLG64_1736885128,He escuchado rumores de que en el [color=yellow]volcán Koapolkán[/color] se esconde una habilidad similar a la mencionada en ese diario.,I have heard rumors that hidden in the [color=yellow]Koapolkán volcano[/color] is an ability similar to the one mentioned in that diary.,Ouvi rumores que no [color=yellow]Vulcão Koapolkán[/color] se esconde uma habilidade similar com aquela mencionada naquele diário.,我听说传闻里提到，藏在 [color=yellow]科阿波尔坎火山[/color] 里的某种能力，和那本日记里提到的很相似。
DLG65_1736885128,Entendido.,Understood.,Entendido.,明白了。
DLG66_1736885128,"Todavía tengo algunas preguntas que usted deberá contestar, pero no es el momento para seguir hablando.","I still have some questions for you to answer, but this is not the time for further discussion.","Eu ainda tenho algumas perguntas para você responder, mas não é o momento para discussões.",我还有些问题想问你，但现在不是继续讨论的时候。
DLG67_1736885128,Claro querida.,"Of course, my dear.",Claro querida.,当然，亲爱的。
DLG68_1736885128,Pero recuerda mantener esta información en secreto.,But remember to keep this information secret.,Mas lembre-se de manter essa informação em sigilo.,不过记住，这些信息必须保密。
DLG69_1736885128,"No queremos que el pánico se desate, Margaret y yo analizaremos estos documentos y pensaremos en un plan de contigencia.",We don't want to cause panic. Margaret and I will analyze these documents and come up with a contingency plan.,"Não queremos entrar em pânico, Margaret e eu analisaremos esses documentos e pensaremos num plano de contingência.",我们不想引起恐慌。玛格丽特和我会继续分析这些文献，并拟定应急方案。
DLG70_1736885128,Está bien.,All right.,Está ok.,好。
DLG2_1736956395,Ah... hasta aquí he llegado... maldita sea...,Ah... this is as far as I go... damn it...,Ah... isso é o mais longe que posso alcançar... Maldição…,啊……我也只能走到这里了……该死……
DLG4_1736956395,La idea de alcanzar un poder divino era demasiado tentadora.,The idea of attaining divine power was too tempting.,A ideia de alcançar o poder divino foi muito tentador.,神之力的诱惑，实在太难抗拒了。
DLG5_1736956395,"Soy un lobo hambriento, no llegaba a saciarme con nada...","I'm a hungry wolf, I couldn't get enough of anything...","Sou um lobo faminto, não consigo me saciar com nada...",我是头饥饿的狼，永远都觉得不够……
DLG6_1736956395,"Y ahora acabarás aquí, en un lugar desolado y abandonado.","And now you'll end up here, in a desolate and abandoned place.","E agora você acabará aqui, num lugar desolado e abandonado.",而现在，你却要死在这种荒凉又被人遗弃的地方。
DLG7_1736956395,Lo quería todo y ahora no tengo nada.,"I wanted everything, and now I have nothing.",Eu queria tudo e agora não tenho nada.,我曾想要一切，而如今我什么都没有。
DLG8_1736956395,Creo que es un final bastante adecuado para mí.,I think that's a pretty fitting end for me.,Creio que é um final bastante adequado para mim.,这结局倒也挺适合我。
DLG2_1713300300,"Ohh, has logrado llegar hasta aquí.","Ohh, you've made it this far.","Ohh, você chegou até aqui.",哦哦，你居然一路走到了这里。
DLG3_1713300300,"Sheal Avicena, Adeptis del Nitrogeno...","Sheal Avicenna, Adeptis of Nitrogen...","Sheal Avicenna, Adeptis do Nitrogênio…",希尔·阿维森纳，氮之 Adeptis……
DLG4_1713300300,Era de esperarse que una rata rastrera haya hecho todo esto con tal de esconderse.,It was only to be expected that a crawling rat would do all this in order to hide.,Era de se esperar de um rato rastejante faria tudo isso para fugir e se esconder.,一只爬来爬去的老鼠为了躲起来，做到这一步也算理所当然。
DLG5_1713300300,La realidad es que soy el tesorero de los Ahuizotes. Mi fuerte no es la pelea.,The reality is that I am the treasurer of the Ahuizotes. My strength is not fighting.,A realidade é que sou o tesoureiro dos Ahuizotes. Meu ponto forte não é a luta.,事实是，我是 Ahuizotes 的司库。我的强项从来就不是战斗。
DLG6_1713300300,Toda nuestra organización no puede sostenerse con la fe de nuestros seguidores.,Our entire organization cannot be sustained by the faith of our followers.,Nossa organização num todo não pode ser sustentada pela fé de nossos seguidores.,光靠追随者的信仰，根本撑不起我们整个组织。
DLG7_1713300300,"Mi función es recolectar el diezmo, necesario para que podamos continuar con nuestra sagrada misión.",My function is to collect the tithe necessary for us to continue our sacred mission.,"Meu dever é de coletar o dízimo, necessário para continuarmos com a nossa missão sagrada.",我的职责，是征收足以让我们继续完成神圣使命的什一税。
DLG8_1713300300,"Tonterías, solo eres un traficante que encontró un negocio con la fe de inocentes.","Nonsense, you are just a dealer who found a business with the faith of innocents.","Palhaçada, você é apenas um negociante que encontrou um filão lucrativo com a fé dos inocentes.",胡扯，你不过是个利用无辜者信仰做生意的贩子。
DLG10_1713300300,No es mi culpa que ellos sean unos imbéciles.,It's not my fault they're morons.,Não é minha culpa que eles são uns babacas.,那群蠢货上当，又不是我的错。
DLG11_1713300300,Suficiente de charla. ¡Con este frío te cortaré la carne y congelaré tus huesos!,"Enough talk. With this cold, I will cut your flesh and freeze your bones!","Chega de conversa, com esse frio eu cortarei sua carne e congelarei seus ossos!",废话少说。在这股寒气里，我会割开你的皮肉，把你的骨头都冻住！
ICANTRANSMUTOBJ,Debería ser capaz de transmutar algún objeto para colocar aquí...,I should be able to transmute some object to place here...,I deveria ser capaz de transmutar algo para colocar aqui... ,我应该能炼成某种东西放到这里……
DLG2_1738095587,"¿Margaret, qué haces aquí?","Margaret, what are you doing here?","Margaret, o que está fazendo aqui? ",玛格丽特，你怎么会在这里？
DLG3_1738095587,"¡Xandria! Hola, estaba hablando con algunos alquimistas para ayudarles con el intenso frío del lugar.","Xandria! Hi, I was talking to some alchemists to help them with the intense cold of this place.","Xandria! Olá, eu estava conversando com alguns alquimistas para ajudá-los com o frio intenso do lugar.",珊德莉雅！嗨，我刚才还在跟几位炼金术师说话，想帮他们应对这里的酷寒。
DLG4_1738095587,Al parecer un Adeptis es responsable de esto.,Apparently an Adeptis is responsible for this.,Aparentemente um Adeptis é o responsável por isso. ,看样子是某个 Adeptis 在背后搞鬼。
DLG5_1738095587,"Uhm... es raro, no pensé que tenías tiempo para ayudar a otras personas, como al mercader de hace poco.","Uhm... That's weird. I didn't think you had time to help other people, like the merchant just now.","Uhm...que estranho, eu não achava que você tinha tempo para ajudar outras pessoas agora, como o mercador.",呃……真奇怪。我还以为你忙得没空帮别人呢，比如刚才那个商人。
DLG6_1738095587,Solo fue una casualidad. No era gran cosa.,"It was just a fluke, no big deal.",Isso foi por um acaso. Isso não foi nada. ,只是凑巧而已，没什么大不了的。
DLG7_1738095587,Si tú lo dices...,If you say so...,Se vc diz então... ,你这么说的话……
DLG8_1738095587,Sobre el mercader que has ayudado...,About the merchant you helped...,Sobre o mercador que você ajudou... ,说到你刚帮过的那个商人……
DLG9_1738095587,Parece que llevaba Arrabio.,It seems he was carrying pig iron.,Parece q ele estava carregando ferro gusa. ,他身上好像带着生铁。
DLG10_1738095587,¿Y qué tiene de especial que lleve Arrabio?,And what's so special about him carrying pig iron?,E o que tem de tão especial dele carregar ferro gusa? ,他带着生铁，有什么特别的吗？
DLG11_1738095587,El Arrabio es una materia prima con el que puedes transmutar [color=yellow]objetos mecánicos.[/color],Pig iron is a raw material with which you can transmute [color=yellow]mechanical objects.[/color],Ferro gusa é uma matéria-prima que voc~e pode transmutar [color=yellow]objetos mecânicos.[/color] ,生铁是一种原材料，可以用来炼成 [color=yellow]机械装置[/color]。
DLG12_1738095587,"Deberías echarle un vistazo a la tienda, si tienes los [color=yellow]materiales necesarios podríamos transmutar algo.[/color]","You should take a look at the store. If you have the [color=yellow]necessary materials, we could transmute something.[/color]","Você deveria dar uma olhada na loja, se você tem [color=yellow]os materiais necessários nós podemos transmutar algo.[/color] ",你应该去商店看看。如果你手头有 [color=yellow]所需材料，我们就能炼成些什么。[/color]
DLG13_1738095587,En Stralsund se dice que existen [color=yellow]mecanismos antiguos que pueden ser reactivados.[/color],"In Stralsund, it is said that there are [color=yellow]old mechanisms that can be reactivated.[/color]","Em Stralsund, é dito que há [color=yellow]antigos mecanismos que podem ser reativados.[/color] ",据说在施特拉尔松德，仍有一些 [color=yellow]古老机关可以重新启动。[/color]
DLG18_1738095587,Mecanismos en Stralsund...,Mechanisms in Stralsund...,Mecanismos em Stralsund... ,施特拉尔松德的机关……
DLG19_1738095587,Recuerdo haber visto algo similar...,I remember seeing something similar...,Eu me lembro de ver algo similar... ,我记得自己好像见过类似的东西……
DLG24_1738095587,"Entiendo, gracias por la información Margaret.","All right, thanks for the information Margaret.","Entendo, obrigado pela informação Margaret. ",好，谢了，玛格丽特。
DLG25_1738095587,"De nada Xandria, bien, nos vemos.","You're welcome, Xandria. Well, see you.","De nada Xandria, bem, até mais. ",不客气，珊德莉雅。那我先走了。
CONGELATIONPRECAUTION1,"Precaución, la montaña de Eztilia se encuentra bajo una [color=yellow]intensa nevada.[/color]","Caution, the mountain of Eztilia is under a [color=yellow]heavy snowfall.[/color]","Cuidado, a montanha de Eztilia está sob uma [color=yellow]forte nevasca.[/color]",注意，埃兹提利亚山正遭受[color=yellow]暴雪侵袭。[/color]
CONGELATIONPRECAUTION2,"A aquellos Alquimistas que decidan adentrarse en la montaña, se les advierte del [color=yellow]peligro de congelación.[/color]",Those Alchemists who decide to enter the mountain are warned of the [color=yellow]danger of frostbite.[/color],Os Alquimistas que decidirem entrar na montanha estejam avisados do [color=yellow]perigo de congelamento.[/color],凡决定进入这座山的炼金术师，都将面临[color=yellow]冻伤的危险。[/color]
CONGELATIONPRECAUTION3,Mantengase atento a su temperatura corporal y [color=yellow]resguardese bajo las antorchas azules para recuperar calor.[/color],Keep an eye on your body temperature and [color=yellow]shelter under the blue torches to regain warmth.[/color],Fique de olho em sua temperatura corporal e [color=yellow]procure abrigo embaixo das tochas azuis para recuperar calor.[/color],留意你的体温，并[color=yellow]躲到蓝色火炬下恢复热量。[/color]
CONGELATIONPRECAUTION4,También puede conseguir [color=yellow]suministros para soportar las temperaturas extremas.[/color],You can also get [color=yellow]supplies to withstand the extreme temperatures.[/color],Você também pode conseguir [color=yellow]suprimentos para aguentar as temperaturas extremas.[/color],你也可以取得[color=yellow]对抗极端低温的补给品。[/color]
BIRSTALLNANA1,¿Eh?,Huh?,O que?,啊？
BIRSTALLNANA2,¿Nana?,Nana?,Nana?,娜娜？
BIRSTALLNANA3,Xandria... mi pequeña...,Xandria... my little one...,Xandria...minha pequena…,珊德莉雅……我的小宝贝……
BIRSTALLNANA4,"Has sufrido mucho, ¿verdad?","You've suffered a lot, haven't you?","Você sofreu tanto, não é mesmo?",你吃了很多苦，是不是？
BIRSTALLNANA5,Ya no tienes que temer.,You don't have to be afraid anymore.,Você não tem mais nada a temer.,你已经不用再害怕了。
BIRSTALLNANA6,Todo ha terminado.,It's all over now.,Tudo está acabado.,一切都结束了。
BIRSTALLNANA7,Te extrañé...,I missed you...,Eu sinto a sua falta…,我好想你……
BIRSTALLNANA8,Tenía mucho miedo.,I was so afraid.,Eu estava com tanto medo.,我真的好害怕。
BIRSTALLNANA9,Por favor... no vuelvas a irte.,Please... don't go away again.,Por favor... não se vá novamente.,求你了……别再离开我了。
BIRSTALLNANA10,"Mi pequeña Xandria, todo está bien.","My little Xandria, everything is all right.","Minha pequena Xandria, está tudo bem.",我的小珊德莉雅，一切都没事了。
BIRSTALLNANA11,"Ven, acércate...","Come, come closer...","Venha, chegue mais perto…",来，过来一点……
BIRSTALLNANA12,"Xandria, no tienes por qué seguir llorando...","Xandria, you don't have to keep crying...","Xandria, você não precisa continuar chorando…",珊德莉雅，你不用再哭了……
BIRSTALLNANA13,"Yo estoy aquí, contigo.","I'm here, with you.","Eu estou aqui, com você.",我就在这里，陪着你。
